v1,v2,,,
Legitimate,they released another Italian one today and it has a cosign option,,,
Legitimate,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",,,
Phishing,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,,,
Legitimate,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,,,
Legitimate,Dai what this da.. Can i send my resume to this id.,,,
Legitimate,"I know where the  &lt;#&gt;  is, I'll be there around 5",,,
Legitimate,Yup i've finished c Ì_ there...,,,
Legitimate,Remember to ask alex about his pizza,,,
Legitimate,No da..today also i forgot..,,,
Legitimate,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",,,
Legitimate,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,,,
Legitimate,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",,,
Legitimate,Congrats kano..whr s the treat maga?,,,
Legitimate,Who u talking about?,,,
Legitimate,Yup...,,,
Legitimate,Ok...,,,
Legitimate,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",,,
Legitimate,Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...,,,
Legitimate,Er yep sure. Props?,,,
Legitimate,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",,,
Phishing,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,,,
Legitimate,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,,,
Legitimate,Bognor it is! Should be splendid at this time of year.,,,
Legitimate,Yes.i'm in office da:),,,
Legitimate,"Sorry, I'll call later",,,
Legitimate,Joy's father is John. Then John is the NAME of Joy's father. Mandan,,,
Legitimate,Ok. I only ask abt e movie. U wan ktv oso?,,,
Legitimate,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,,,
Legitimate,"Sorry, I'll call later",,,
Legitimate,Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar,,,
Legitimate,"Sorry, I'll call later",,,
Phishing,FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,,,
Legitimate,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",,,
Legitimate,Do u noe how 2 send files between 2 computers?,,,
Legitimate,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",,,
Legitimate,jay says he'll put in  &lt;#&gt;,,,
Legitimate,Can you just come in for a sec? There's somebody here I want you to see,,,
Legitimate,So the sun is anti sleep medicine.,,,
Legitimate,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,,,
Legitimate,Yup ok...,,,
Legitimate,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,,,
Legitimate,Ok enjoy . R u there in home.,,,
Legitimate,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",,,
Legitimate,You do what all you like,,,
Legitimate,That's y we haf to combine n c how lor...,,,
Legitimate,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,,,
Legitimate,Hmmm:)how many players selected?,,,
Legitimate,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",,,
Legitimate,I dont. Can you send it to me. Plus how's mode.,,,
Legitimate,Aiyo please Ì_ got time meh.,,,
Legitimate,Package all your programs well,,,
Legitimate,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",,,
Legitimate,So are you guys asking that i get that slippers again or its gone with last year,,,
Legitimate,Company is very good.environment is terrific and food is really nice:),,,
Phishing,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",,,
Legitimate,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,,,
Legitimate,Yup but not studying surfing lor. I'm in e lazy mode today.,,,
Legitimate,Please sen :)my kind advice :-)please come here and try:-),,,
Legitimate,I'm done. C Ì_ there.,,,
Legitimate,"Oh fine, I'll be by tonight",,,
Legitimate,ÌÏ give me some time to walk there.,,,
Legitimate,I'll reach in ard 20 mins ok...,,,
Phishing,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",,,
Legitimate,Fuck babe ... What happened to you ? How come you never came back?,,,
Phishing,This message is brought to you by GMW Ltd. and is not connected to the,,,
Legitimate,"Some friends want me to drive em someplace, probably take a while",,,
Legitimate,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,,,
Legitimate,Are you still getting the goods.,,,
Legitimate,And maybe some pressies,,,
Legitimate,"Yeah I am, so I'll leave maybe 7ish?",,,
Legitimate,K..k..i'm also fine:)when will you complete the course?,,,
Legitimate,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",,,
Legitimate,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,,,
Legitimate,You in your room? I need a few,,,
Legitimate,I dont want to hear anything,,,
Legitimate,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,,,
Legitimate,Ultimately tor motive tui achieve korli.,,,
Legitimate,From 5 to 2 only my work timing.,,,
Legitimate,‰Û_ and don‰Û÷t worry we‰Û÷ll have finished by march ‰Û_ ish!,,,
Legitimate,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",,,
Phishing,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",,,
Phishing,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,,,
Legitimate,Now thats going to ruin your thesis!,,,
Legitimate,In sch but neva mind u eat 1st lor..,,,
Legitimate,Hey whats up? U sleeping all morning?,,,
Legitimate,Erm. I thought the contract ran out the4th of october.,,,
Legitimate,I dunno until when... Lets go learn pilates...,,,
Phishing,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,,,
Legitimate,Yup i'm elaborating on the safety aspects and some other issues..,,,
Phishing,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each",,,
Legitimate,"Goodmorning, today i am late for 1hr.",,,
Legitimate,Hi happy birthday. Hi hi hi hi hi hi hi,,,
Legitimate,I will be outside office take all from there,,,
Legitimate,If you don't respond imma assume you're still asleep and imma start calling n shit,,,
Legitimate,"Aight, see you in a bit",,,
Legitimate,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),,,
Phishing,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,,,
Legitimate,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,,,
Legitimate,Still work going on:)it is very small house.,,,
Legitimate,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",,,
Legitimate,Tmr timin still da same wat cos i got lesson until 6...,,,
Legitimate,"That‰Û÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",,,
Phishing,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,,,
Legitimate,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,,,
Legitimate,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",,,
Legitimate,Okie... Thanx...,,,
Legitimate,"Gosh that , what a pain. Spose I better come then.",,,
Legitimate,"As usual..iam fine, happy &amp; doing well..:)",,,
Legitimate,Okie,,,
Legitimate,So when you gonna get rimac access ,,,
Legitimate,"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\""""",,,
Legitimate,You call times job today ok umma and ask them to speed up,,,
Legitimate,"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\""""",,,
Legitimate,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,,,
Legitimate,:-) yeah! Lol. Luckily i didn't have a starring role like you!,,,
Legitimate,Hello madam how are you ?,,,
Legitimate,"Awesome, text me when you're restocked",,,
Legitimate,"As usual..iam fine, happy &amp; doing well..:)",,,
Phishing,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,,,
Legitimate,Yes. It's all innocent fun. O:-),,,
Legitimate,Thanks for sending this mental ability question..,,,
Legitimate,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",,,
Legitimate,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,,,
Legitimate,I went to ur hon lab but no one is there.,,,
Legitimate,I cant pick the phone right now. Pls send a message,,,
Legitimate,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast Legitimateper!!!,,,
Phishing,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,,,
Legitimate,How come?,,,
Legitimate,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,,,
Legitimate,Ok lor...,,,
Legitimate,I'm coming home 4 dinner.,,,
Legitimate,S da..al r above  &lt;#&gt;,,,
Phishing,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""",,,
Legitimate,Unni thank you dear for the recharge..Rakhesh,,,
Legitimate,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,,,
Legitimate,Haha... They cant what... At the most tmr forfeit... haha so how?,,,
Legitimate,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",,,
Legitimate,No way I'm going back there!,,,
Phishing,"URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",,,
Legitimate,I WILL CAL YOU SIR. In meeting,,,
Legitimate,"That's what I love to hear :V see you sundayish, then",,,
Legitimate,"Sorry da thangam, very very sorry i am held up with prasad.",,,
Legitimate,Tiwary to rcb.battle between bang and kochi.,,,
Legitimate,Thank god they are in bed!,,,
Legitimate,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,,,
Legitimate,Am in gobi arts college,,,
